AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,SexuponOutcome1,AgeuponOutcome,Breed,Breed1,Breed2,year,month,date,Color,Color1,Color2
A680238,Toby,2014-06-02 11:16:00,Transfer,Partner,Dog,Neutered,Male,9 years,Shih Tzu Mix,,,2014,6,2,Red,,
A708721,Betty,2015-09-12 17:33:00,Adoption,Foster,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,9,12,Black,,
A694306,Gucci,2014-12-26 12:54:00,Return_to_owner,,Dog,Neutered,Male,7 years,Labrador Retriever Mix,,,2014,12,26,Brown,White,
A688410,,2014-09-24 15:31:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,9,24,Brown Tabby,White,
A696047,White,2016-01-06 17:37:00,Adoption,,Dog,Spayed,Female,1 year,Collie Smooth Mix,,,2016,1,6,White,Brown,
A681865,Parker,2014-06-21 15:10:00,Return_to_owner,,Dog,Neutered,Male,2 years,Catahoula,Labrador Retriever,,2014,6,21,Brown Brindle,White,
A716700,Smudge,2015-12-23 13:34:00,Transfer,Partner,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2015,12,23,Blue Tabby,White,
A679377,Oreo,2014-06-07 19:01:00,Adoption,,Cat,Neutered,Male,1 year,Domestic Longhair Mix,,,2014,6,7,Black,White,
A716794,,2015-11-25 14:23:00,Transfer,Partner,Dog,Unknown,,1 day,Labrador Retriever Mix,,,2015,11,25,White,,
A682741,,2014-07-06 13:52:00,Transfer,Partner,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2014,7,6,Black Tabby,,
A678931,Sherlock,2014-05-20 18:37:00,Adoption,,Dog,Neutered,Male,3 years,Irish Wolfhound Mix,,,2014,5,20,Black,,
A703553,Heidi,2015-07-01 18:15:00,Adoption,,Dog,Spayed,Female,3 years,Blue Lacy Mix,,,2015,7,1,Tan,,
A706096,Selisa,2015-06-30 12:03:00,Transfer,Partner,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2015,6,30,White,,
A666621,Bootsy,2013-11-30 12:54:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2013,11,30,Black,White,
A718606,Jade,2016-01-05 18:27:00,Return_to_owner,,Dog,Spayed,Female,2 years,Staffordshire Mix,,,2016,1,5,Chocolate,White,
A702349,Theodore,2015-05-25 18:35:00,Adoption,,Dog,Neutered,Male,4 months,Labrador Retriever Mix,,,2015,5,25,Black,White,
A687551,,2014-09-06 17:33:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2014,9,6,Brown Tabby,,
A694741,Cleo,2015-01-24 13:26:00,Adoption,,Cat,Spayed,Female,10 years,Domestic Medium Hair Mix,,,2015,1,24,Black,White,
A711254,Nancy,2015-09-14 17:03:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,9,14,Tortie,,
A717707,Monkey,2015-12-22 00:00:00,Transfer,Partner,Cat,Neutered,Male,9 months,Domestic Shorthair Mix,,,2015,12,22,Orange Tabby,,
A663909,,2013-10-02 14:15:00,Transfer,Partner,Dog,Neutered,Male,1 year,Labrador Retriever,,,2013,10,2,Yellow,,
A705323,Octavia,2015-06-24 14:29:00,Adoption,,Cat,Intact,Female,2 months,Domestic Longhair Mix,,,2015,6,24,Blue,White,
A719503,Keegan,2016-01-21 19:17:00,Return_to_owner,,Dog,Intact,Male,9 years,Wire Hair Fox Terrier Mix,,,2016,1,21,White,Black,
A700950,Poncho,2015-05-16 12:11:00,Adoption,,Cat,Neutered,Male,8 years,Domestic Shorthair Mix,,,2015,5,16,Blue Tabby,White,
A696997,,2015-02-17 09:00:00,Transfer,SCRP,Cat,Unknown,,4 months,Domestic Shorthair Mix,,,2015,2,17,Brown Tabby,White,
A667020,Toby,2014-03-31 16:18:00,Transfer,Partner,Cat,Intact,Male,6 months,Domestic Shorthair Mix,,,2014,3,31,Orange Tabby,White,
A684001,,2014-07-20 09:00:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2014,7,20,Calico,,
A679484,,2014-05-24 17:20:00,Transfer,Partner,Dog,Intact,Female,2 months,Australian Cattle Dog Mix,,,2014,5,24,White,Tan,
A705202,Big Red,2015-06-21 15:37:00,Transfer,Partner,Dog,Neutered,Male,2 years,Pit Bull Mix,,,2015,6,21,Brown,White,
A666040,,2013-10-26 17:03:00,Transfer,Partner,Dog,Intact,Female,4 weeks,Rottweiler Mix,,,2013,10,26,Black,Tan,
A675519,Snuggles,2014-04-01 17:26:00,Adoption,,Cat,Neutered,Male,4 years,Domestic Shorthair Mix,,,2014,4,1,Orange Tabby,,
A690052,,2014-10-14 09:00:00,Transfer,SCRP,Cat,Neutered,Male,3 years,Domestic Shorthair Mix,,,2014,10,14,Black,,
A719516,Macavoy,2016-02-08 18:48:00,Adoption,,Cat,Neutered,Male,1 year,Domestic Longhair Mix,,,2016,2,8,Lynx Point,,
A605223,Coconut,2014-08-03 14:52:00,Adoption,,Dog,Spayed,Female,3 years,Pit Bull Mix,,,2014,8,3,Black,White,
A704784,,2015-06-09 11:28:00,Transfer,Partner,Cat,Intact,Female,1 month,Domestic Shorthair Mix,,,2015,6,9,Brown Tabby,,
A693589,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact,Female,2 years,Domestic Shorthair Mix,,,2014,12,12,Torbie,,
A707106,Marbles,2015-07-13 14:31:00,Transfer,Partner,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2015,7,13,Calico,,
A699700,,2015-04-06 14:27:00,Adoption,,Dog,Spayed,Female,7 months,Chihuahua Shorthair Mix,,,2015,4,6,Tan,White,
A700636,Zoey,2015-05-17 19:19:00,Adoption,,Dog,Spayed,Female,2 years,German Shepherd,Siberian Husky,,2015,5,17,Cream,Black,
A698145,Calvin,2015-03-21 12:45:00,Adoption,,Cat,Neutered,Male,10 months,Siamese Mix,,,2015,3,21,Lynx Point,,
A673043,Moses,2014-02-26 15:16:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2014,2,26,Black,White,
A691978,Tobby,2014-12-03 16:06:00,Transfer,Partner,Cat,Neutered,Male,5 months,Domestic Shorthair Mix,,,2014,12,3,Brown Tabby,,
A715366,Sadie,2015-12-30 18:11:00,Return_to_owner,,Dog,Spayed,Female,1 year,Labrador Retriever Mix,,,2015,12,30,Chocolate,White,
A694213,Tweak,2014-12-31 14:48:00,Transfer,Partner,Cat,Spayed,Female,4 years,Domestic Shorthair Mix,,,2014,12,31,Brown Tabby,White,
A683648,Chloe,2014-07-17 18:58:00,Adoption,,Dog,Spayed,Female,2 months,Wire Hair Fox Terrier Mix,,,2014,7,17,White,Brown,
A708754,Ob1,2015-08-06 14:48:00,Transfer,Partner,Cat,Neutered,Male,3 years,Domestic Shorthair Mix,,,2015,8,6,Blue,,
A686926,,2014-09-02 14:12:00,Euthanasia,Suffering,Cat,Intact,Female,13 years,Domestic Shorthair Mix,,,2014,9,2,Calico,,
A710087,Shiner,2015-08-25 18:09:00,Adoption,,Dog,Spayed,Female,2 months,Plott Hound Mix,,,2015,8,25,Brown Brindle,,
A672064,Pitachio,2014-02-08 17:43:00,Adoption,,Dog,Spayed,Female,1 year,Border Collie Mix,,,2014,2,8,Black,White,
A691956,Blossom,2014-11-13 11:04:00,Return_to_owner,,Dog,Spayed,Female,11 years,Golden Retriever Mix,,,2014,11,13,Red,,
A703903,Sunny,2015-07-11 17:11:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,7,11,Brown Tabby,,
A699102,Buzz,2015-03-26 16:53:00,Return_to_owner,,Dog,Neutered,Male,1 year,Siberian Husky,Anatol Shepherd,,2015,3,26,Tan,White,
A668270,,2013-12-05 17:55:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2013,12,5,White,Orange Tabby,
A678771,,2014-05-12 18:21:00,Transfer,Partner,Cat,Unknown,,1 day,Domestic Shorthair Mix,,,2014,5,12,Orange,,
A465501,Molly,2013-10-31 12:46:00,Adoption,,Dog,Spayed,Female,6 years,Labrador Retriever,,,2013,10,31,Black,,
A718259,Sam,2015-12-26 13:54:00,Died,Enroute,Dog,Intact,Male,1 year,Chihuahua Shorthair Mix,,,2015,12,26,Buff,,
A687072,,2014-10-17 12:17:00,Adoption,Foster,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,10,17,Torbie,,
A708525,,2015-07-29 13:44:00,Transfer,Partner,Cat,Unknown,,4 weeks,Domestic Shorthair Mix,,,2015,7,29,Black,White,
A711366,Baby Girl,2015-09-09 14:25:00,Return_to_owner,,Dog,Spayed,Female,6 months,Yorkshire Terrier Mix,,,2015,9,9,Cream,,
A697119,Lucas,2015-03-22 17:32:00,Adoption,,Dog,Neutered,Male,2 years,Chow Chow,Siberian Husky,,2015,3,22,Tan,,
A680992,,2014-06-11 12:22:00,Transfer,Partner,Cat,Intact,Female,3 days,Domestic Shorthair Mix,,,2014,6,11,Black,Orange,
A674622,Patches,2014-03-23 18:33:00,Transfer,Partner,Dog,Intact,Male,3 months,Chihuahua Shorthair Mix,,,2014,3,23,Buff,,
A688027,Ellie,2014-09-17 18:21:00,Adoption,,Dog,Spayed,Female,2 months,Labrador Retriever Mix,,,2014,9,17,Brown,,
A695947,Annabelle,2015-02-22 14:21:00,Adoption,,Dog,Spayed,Female,10 months,Labrador Retriever Mix,,,2015,2,22,Yellow,,
A682397,Zeus,2014-08-15 12:19:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,8,15,Blue,,
A706060,Milo,2015-07-05 18:56:00,Adoption,,Cat,Intact,Male,2 months,Domestic Shorthair Mix,,,2015,7,5,Black,White,
A684565,,2014-07-25 16:22:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,7,25,Black Tabby,,
A710170,,2015-12-10 11:56:00,Adoption,Foster,Cat,Neutered,Male,4 months,Domestic Shorthair Mix,,,2015,12,10,Lynx Point,,
A717705,Willis,2015-12-14 18:10:00,Return_to_owner,,Dog,Neutered,Male,3 years,Yorkshire Terrier Mix,,,2015,12,14,Gray,,
A706576,Gracie,2015-07-05 13:07:00,Adoption,,Dog,Spayed,Female,2 years,Anatol Shepherd Mix,,,2015,7,5,Tan,Buff,
A691748,,2014-11-12 13:41:00,Adoption,,Dog,Spayed,Female,2 months,Labrador Retriever Mix,,,2014,11,12,Black,White,
A641795,Sophia,2015-06-18 16:25:00,Adoption,,Dog,Spayed,Female,6 years,Miniature Poodle Mix,,,2015,6,18,White,,
A667879,Primor,2013-11-29 13:55:00,Return_to_owner,,Dog,Intact,Male,4 years,Chihuahua Shorthair Mix,,,2013,11,29,Black,,
A689767,,2014-10-09 13:10:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,10,9,Orange Tabby,,
A607663,Chopper,2016-01-22 17:45:00,Adoption,,Dog,Neutered,Male,7 years,Catahoula,Plott Hound,,2016,1,22,Brown Brindle,White,
A700909,,2015-04-21 12:00:00,Transfer,Partner,Cat,Intact,Male,2 days,Domestic Shorthair Mix,,,2015,4,21,Orange Tabby,,
A691821,,2014-11-15 17:39:00,Adoption,,Dog,Neutered,Male,2 years,Chihuahua Longhair,,,2014,11,15,Brown,White,
A705553,,2015-06-18 19:26:00,Transfer,Partner,Dog,Unknown,,4 weeks,Border Collie Mix,,,2015,6,18,Black,White,
A694387,Oreo,2014-12-31 11:46:00,Adoption,,Dog,Neutered,Male,7 months,Rat Terrier Mix,,,2014,12,31,White,Tricolor,
A690195,,2014-10-16 16:56:00,Transfer,Partner,Dog,Intact,Female,1 month,Plott Hound Mix,,,2014,10,16,Red,,
A641471,Ivak,2015-10-20 17:30:00,Return_to_owner,,Dog,Neutered,Male,6 years,Pit Bull Mix,,,2015,10,20,White,Brown Brindle,
A679934,Theo,2014-06-01 17:11:00,Adoption,,Cat,Neutered,Male,2 months,Snowshoe Mix,,,2014,6,1,Chocolate Point,White,
A573162,Marley,2014-11-28 18:31:00,Return_to_owner,,Dog,Spayed,Female,13 years,Boston Terrier Mix,,,2014,11,28,Black,White,
A664235,,2013-10-01 10:39:00,Transfer,Partner,Cat,Unknown,,1 week,Domestic Shorthair Mix,,,2013,10,1,Orange,White,
A677076,Purrsie,2014-04-23 18:40:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2014,4,23,Torbie,White,
A672990,,2014-02-18 19:14:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Shorthair Mix,,,2014,2,18,Brown Tabby,,
A703055,Kirby,2015-05-25 16:30:00,Transfer,Partner,Cat,Neutered,Male,1 year,Domestic Shorthair Mix,,,2015,5,25,Lynx Point,,
A703347,Peachy,2015-06-10 15:34:00,Adoption,,Dog,Spayed,Female,2 years,Chihuahua Shorthair Mix,,,2015,6,10,Tan,,
A684328,Romeo,2014-07-24 18:04:00,Return_to_owner,,Dog,Neutered,Male,2 years,Belgian Malinois Mix,,,2014,7,24,Brown,Black,
A714874,Charlie,2015-12-27 11:38:00,Transfer,Partner,Dog,Neutered,Male,2 years,American Bulldog Mix,,,2015,12,27,Fawn,White,
A682733,Flash,2014-07-07 12:25:00,Transfer,Partner,Cat,Intact,Male,2 months,Domestic Shorthair Mix,,,2014,7,7,Blue Tabby,,
A709407,Barbarella,2015-12-05 13:52:00,Adoption,,Dog,Spayed,Female,2 years,Boxer Mix,,,2015,12,5,Tan,White,
A719216,Bear,2016-01-27 11:18:00,Transfer,Partner,Dog,Intact,Male,5 years,Great Pyrenees Mix,,,2016,1,27,White,White,
A704257,Kiara,2015-06-09 17:08:00,Adoption,,Dog,Intact,Female,1 year,Chihuahua Shorthair Mix,,,2015,6,9,Tan,White,
A565312,Bella,2014-03-24 16:05:00,Euthanasia,Aggressive,Dog,Spayed,Female,5 years,Dogo Argentino,Chinese Sharpei,,2014,3,24,White,Black,
A701833,Ethel,2015-05-18 13:33:00,Transfer,Partner,Cat,Intact,Female,4 weeks,Domestic Medium Hair Mix,,,2015,5,18,White,Black,
A687172,,2014-09-02 15:53:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,9,2,Brown Tabby,,
A707299,Milo,2015-07-25 12:25:00,Adoption,,Dog,Neutered,Male,3 years,Yorkshire Terrier,Chihuahua Shorthair,,2015,7,25,Tricolor,Black,
A505412,Sneakers,2013-10-18 11:43:00,Adoption,,Cat,Spayed,Female,8 years,Domestic Shorthair Mix,,,2013,10,18,White,Black,
A684986,Walter,2014-08-04 19:21:00,Adoption,,Cat,Neutered,Male,2 years,Siamese Mix,,,2014,8,4,Flame Point,,
A701510,Pocus,2015-06-06 18:59:00,Adoption,,Cat,Intact,Female,1 month,Domestic Shorthair Mix,,,2015,6,6,Brown Tabby,,
A696516,Coco,2015-02-10 17:13:00,Adoption,,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2015,2,10,Tan,,
A701110,Bambi,2015-04-29 10:05:00,Euthanasia,Suffering,Dog,Spayed,Female,3 years,Chihuahua Shorthair Mix,,,2015,4,29,Tan,White,
A678471,,2014-05-10 12:43:00,Transfer,SCRP,Cat,Intact,Male,7 months,Domestic Medium Hair Mix,,,2014,5,10,Silver Tabby,,
A701800,,2015-05-05 16:38:00,Transfer,Partner,Cat,Intact,Female,1 month,Siamese,,,2015,5,5,Lynx Point,White,
A586049,Champ,2015-05-06 17:33:00,Return_to_owner,,Dog,Neutered,Male,4 years,Labrador Retriever Mix,,,2015,5,6,Brown,White,
A694395,Zooey,2015-01-03 17:26:00,Adoption,,Dog,Spayed,Female,7 months,Labrador Retriever,Boxer,,2015,1,3,Tan,White,
A713652,,2015-10-11 09:00:00,Transfer,SCRP,Cat,Intact,Male,7 months,Domestic Longhair Mix,,,2015,10,11,Black,,
A697263,Daisy,2015-10-18 17:24:00,Transfer,Partner,Dog,Spayed,Female,10 months,Airedale Terrier Mix,,,2015,10,18,Black,Brown,
A688056,Cane,2014-09-17 17:29:00,Adoption,,Dog,Neutered,Male,2 months,American Bulldog Mix,,,2014,9,17,Brown,White,
A678880,Maggie,2014-05-19 16:49:00,Adoption,,Dog,Spayed,Female,2 years,Miniature Poodle Mix,,,2014,5,19,White,,
A693592,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact,Female,5 months,Domestic Shorthair Mix,,,2014,12,12,Brown Tabby,White,
A694649,,2015-01-02 11:31:00,Euthanasia,Suffering,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2015,1,2,Tortie,,
A683225,X,2014-07-18 15:03:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,7,18,Calico,,
A701908,,2015-05-06 13:09:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2015,5,6,White,,
A690809,Roxy,2014-10-30 17:02:00,Adoption,,Dog,Spayed,Female,1 year,German Shepherd Mix,,,2014,10,30,Sable,,
A675231,Glinda,2014-04-06 18:15:00,Adoption,,Cat,Spayed,Female,4 years,Domestic Shorthair Mix,,,2014,4,6,Tortie,Blue Cream,
A716830,Greyson,2015-11-29 13:12:00,Transfer,Partner,Dog,Intact,Male,10 months,Pit Bull Mix,,,2015,11,29,Blue,White,
A707801,Oz,2015-12-08 12:23:00,Adoption,Foster,Cat,Neutered,Male,7 months,Domestic Shorthair Mix,,,2015,12,8,Cream Tabby,White,
A682148,,2014-07-05 14:24:00,Adoption,,Dog,Neutered,Male,1 year,Chow Chow,Labrador Retriever,,2014,7,5,Black,White,
A717555,Westley,2016-02-21 17:33:00,Adoption,,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2016,2,21,Orange Tabby,White,
A682947,Wind,2014-11-02 14:32:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Medium Hair Mix,,,2014,11,2,Black,,
A659227,Prissy,2015-11-30 13:09:00,Adoption,Foster,Dog,Spayed,Female,9 years,Rat Terrier Mix,,,2015,11,30,White,Black,
A695220,Crockett,2015-01-19 14:05:00,Adoption,,Dog,Neutered,Male,1 year,Landseer Mix,,,2015,1,19,Black,White,
A538342,Pumpkin,2015-11-27 14:59:00,Adoption,,Dog,Spayed,Female,8 years,Chihuahua Shorthair Mix,,,2015,11,27,Red,,
A657596,Lucy,2015-12-02 18:55:00,Adoption,,Dog,Spayed,Female,2 years,Labrador Retriever,Plott Hound,,2015,12,2,Brown Brindle,,
A708401,,2015-09-12 17:46:00,Adoption,Foster,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2015,9,12,Orange Tabby,,
A702397,Mary Anne,2015-05-25 13:39:00,Adoption,,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2015,5,25,Blue Tabby,White,
A700045,,2015-04-09 14:17:00,Transfer,Partner,Cat,Unknown,,3 days,Domestic Shorthair Mix,,,2015,4,9,Black,,
A670907,,2014-01-15 17:45:00,Transfer,Partner,Dog,Intact,Female,2 weeks,Chihuahua Shorthair Mix,,,2014,1,15,Brown,,
A708824,,2015-08-02 09:00:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2015,8,2,Orange Tabby,White,
A693472,Molly,2015-01-31 13:05:00,Transfer,Partner,Cat,Spayed,Female,7 months,Domestic Shorthair Mix,,,2015,1,31,Black,,
A701396,Wombat,2015-06-19 17:23:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,6,19,Brown Tabby,White,
A684620,,2014-07-30 17:00:00,Adoption,,Dog,Neutered,Male,2 years,Dachshund,Jack Russell Terrier,,2014,7,30,Red,White,
A695635,,2015-02-21 06:52:00,Adoption,Foster,Dog,Neutered,Male,1 month,Border Collie Mix,,,2015,2,21,Tricolor,,
A704166,Uma,2015-06-07 19:36:00,Adoption,,Dog,Spayed,Female,3 months,Plott Hound Mix,,,2015,6,7,Brown Brindle,White,
A682368,,2014-06-28 09:00:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Medium Hair,Siamese,,2014,6,28,Lynx Point,,
A665907,Lionel,2013-11-15 19:02:00,Adoption,,Cat,Neutered,Male,1 year,Domestic Shorthair Mix,,,2013,11,15,Brown Tabby,White,
A709478,Larry,2015-08-11 15:53:00,Euthanasia,Suffering,Dog,Intact,Male,6 months,Chihuahua Shorthair Mix,,,2015,8,11,Tan,,
A684396,,2014-07-23 08:24:00,Euthanasia,Suffering,Dog,Intact,Male,1 month,Chihuahua Shorthair Mix,,,2014,7,23,Black,Brown,
A709110,Blue Cheese,2015-09-01 17:49:00,Adoption,,Dog,Neutered,Male,3 years,Pit Bull Mix,,,2015,9,1,Blue,White,
A688562,Dukesa,2014-09-22 16:08:00,Return_to_owner,,Dog,Intact,Female,5 years,Bull Terrier Mix,,,2014,9,22,White,,
A714241,Mya,2015-11-07 10:26:00,Return_to_owner,,Cat,Spayed,Female,4 years,Domestic Shorthair Mix,,,2015,11,7,Calico,,
A708725,Gabrielle,2015-08-23 13:54:00,Adoption,,Cat,Spayed,Female,1 year,Domestic Shorthair Mix,,,2015,8,23,Calico,,
A713484,Sara,2015-11-21 18:26:00,Adoption,,Cat,Spayed,Female,11 months,Domestic Medium Hair Mix,,,2015,11,21,Calico,,
A676400,,2014-04-09 14:12:00,Transfer,Partner,Cat,Intact,Female,1 week,Domestic Shorthair Mix,,,2014,4,9,Tortie,,
A692524,,2014-11-26 14:36:00,Adoption,,Dog,Neutered,Male,1 year,Yorkshire Terrier Mix,,,2014,11,26,Brown,White,
A709964,Gracie,2015-08-19 17:15:00,Adoption,,Dog,Spayed,Female,1 year,Rat Terrier,Chihuahua Shorthair,,2015,8,19,White,Brown,
A680922,,2014-06-09 19:15:00,Transfer,Partner,Cat,Unknown,,1 week,Domestic Shorthair Mix,,,2014,6,9,Brown Tabby,,
A699790,Tulip,2015-04-02 00:00:00,Transfer,Partner,Dog,Intact,Female,1 year,Shih Tzu,,,2015,4,2,Chocolate,White,
A664490,Nikko,2013-11-01 08:45:00,Adoption,Foster,Dog,Neutered,Male,2 months,Labrador Retriever Mix,,,2013,11,1,Black,,
A607884,Kylie,2014-11-16 16:21:00,Adoption,,Dog,Spayed,Female,8 years,Border Collie Mix,,,2014,11,16,Black,White,
A719399,,2016-01-21 17:34:00,Adoption,,Cat,Spayed,Female,6 months,Siamese Mix,,,2016,1,21,Flame Point,,
A678822,,2014-05-13 13:20:00,Transfer,Partner,Cat,Unknown,,0 years,Domestic Shorthair Mix,,,2014,5,13,Cream Tabby,,
A695245,Perry,2015-01-20 17:48:00,Adoption,,Dog,Neutered,Male,7 months,Australian Cattle Dog,Beagle,,2015,1,20,Brown,White,
A354725,Kia,2015-08-29 15:17:00,Transfer,Partner,Dog,Spayed,Female,11 years,Labrador Retriever,Beagle,,2015,8,29,Black,,
A672532,,2014-02-16 13:54:00,Transfer,Partner,Cat,Intact,Male,1 year,Domestic Medium Hair Mix,,,2014,2,16,Orange Tabby,,
A693792,Sadie,2015-02-07 17:13:00,Adoption,Foster,Dog,Spayed,Female,1 month,Labrador Retriever Mix,,,2015,2,7,Cream,White,
A678399,Charlie,2014-10-08 14:14:00,Adoption,Foster,Cat,Neutered,Male,6 months,Domestic Shorthair Mix,,,2014,10,8,Black,,
A720674,,2016-02-16 10:17:00,Transfer,SCRP,Cat,Intact,Male,,Domestic Shorthair Mix,,,2016,2,16,Blue Tabby,White,
A700285,Claire,2015-04-18 18:40:00,Adoption,,Cat,Spayed,Female,6 months,Domestic Shorthair Mix,,,2015,4,18,Orange Tabby,White,
A693559,Linda,2014-12-14 17:16:00,Return_to_owner,,Dog,Spayed,Female,4 years,German Shepherd Mix,,,2014,12,14,Brown,Black,
A718242,Luna,2015-12-31 16:03:00,Adoption,,Dog,Spayed,Female,1 year,Cairn Terrier Mix,,,2015,12,31,Brown,,
A705045,Comet,2015-06-22 11:33:00,Return_to_owner,,Dog,Intact,Male,1 year,German Shepherd Mix,,,2015,6,22,Tan,Black,
A699226,,2015-03-25 08:31:00,Died,In Foster,Cat,Unknown,,2 days,Domestic Shorthair Mix,,,2015,3,25,Blue Tabby,,
A691070,,2014-10-30 09:00:00,Transfer,SCRP,Cat,Intact,Male,7 months,Domestic Shorthair Mix,,,2014,10,30,Orange Tabby,,
A673031,Chico,2014-11-22 11:02:00,Return_to_owner,,Dog,Neutered,Male,5 years,Australian Shepherd Mix,,,2014,11,22,Tricolor,,
A710950,,2015-09-04 09:00:00,Transfer,SCRP,Cat,Intact,Male,4 months,Domestic Shorthair Mix,,,2015,9,4,Orange Tabby,,
A659501,Spot,2013-12-12 14:31:00,Adoption,Foster,Cat,Neutered,Male,6 months,Domestic Shorthair Mix,,,2013,12,12,Orange Tabby,White,
A708930,Nelson,2015-08-16 18:00:00,Adoption,,Dog,Neutered,Male,8 months,Norfolk Terrier,Cairn Terrier,,2015,8,16,White,,
A673970,,2014-03-07 15:44:00,Euthanasia,Suffering,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2014,3,7,Orange,White,
A660074,Hank,2013-12-16 14:28:00,Transfer,Partner,Dog,Neutered,Male,1 year,American Bulldog Mix,,,2013,12,16,White,Tan,
A678463,,2014-05-09 13:26:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Medium Hair Mix,,,2014,5,9,Orange,White,
A662199,Percy,2013-10-21 17:23:00,Adoption,,Cat,Neutered,Male,1 year,Domestic Shorthair Mix,,,2013,10,21,Cream Tabby,,
A699011,,2015-03-22 09:00:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2015,3,22,Orange Tabby,White,
A667210,Piper,2013-11-24 13:05:00,Adoption,,Dog,Spayed,Female,3 years,Chihuahua Shorthair Mix,,,2013,11,24,White,Chocolate,
A672443,Maggie,2014-02-14 18:58:00,Adoption,,Dog,Spayed,Female,2 months,Rat Terrier Mix,,,2014,2,14,Blue Merle,Tan,
A715602,Precious,2016-02-21 17:55:00,Adoption,,Dog,Spayed,Female,7 years,Pit Bull Mix,,,2016,2,21,Brown,,
A712787,Ginger,2015-11-02 17:00:00,Adoption,,Cat,Spayed,Female,7 years,Domestic Shorthair Mix,,,2015,11,2,Calico,,
A703260,Tasha,2015-05-23 14:59:00,Return_to_owner,,Dog,Spayed,Female,16 years,Chihuahua Shorthair Mix,,,2015,5,23,White,Black,
A668777,Shadow,2013-12-27 15:48:00,Transfer,Partner,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2013,12,27,Blue,White,
A675364,,2014-03-29 19:29:00,Transfer,Partner,Dog,Intact,Female,2 months,Labrador Retriever Mix,,,2014,3,29,Cream,,
A673529,,2014-03-03 15:51:00,Transfer,Partner,Dog,Intact,Female,2 years,Yorkshire Terrier Mix,,,2014,3,3,Black,Brown,
A678304,,2014-05-11 17:55:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Longhair Mix,,,2014,5,11,White,Black Tabby,
A668195,Nite,2013-12-22 12:56:00,Transfer,Partner,Cat,Spayed,Female,1 year,Bombay Mix,,,2013,12,22,Black,,
A668948,,2013-12-12 18:14:00,Transfer,Partner,Dog,Intact,Female,1 month,Chihuahua Shorthair Mix,,,2013,12,12,Tricolor,,
A654170,Tigger,2013-11-16 15:08:00,Transfer,Partner,Dog,Neutered,Male,8 months,Catahoula,Chow Chow,,2013,11,16,Red Merle,,
A717151,Bear,2015-12-14 18:07:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,12,14,Blue,,
A687031,,2014-08-30 14:44:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,8,30,Cream,,
